,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
EcologicalConsumer,11.0,1.0,209.99524,14.0,0.0,326.26675,14.0,0.0,114.03947,16.0,0.0,209.99524,14.0,0.0,114.03947
EcologicalConsumer,16.0,0.0,149.40215,14.0,0.0,97.94897,18.0,0.0,101.20277,18.0,0.0,101.20277,18.0,0.35687062,201.3579
EcologicalConsumer,15.0,0.0,116.1034,16.0,0.0,174.7484,14.0,0.0,287.6404,14.0,0.0,116.1034,14.0,0.0,116.1034
EcologicalConsumer,11.0,1.0,118.34272,14.0,0.3420513,172.86122,15.0,0.0,119.47385,14.0,0.0,172.86122,15.0,0.0,119.47385
EcologicalConsumer,16.0,0.35687062,176.4908,14.0,0.0,109.12378,17.0,0.0,112.44999,16.0,0.0,176.4908,14.0,0.0,109.12378
EcologicalConsumer,15.0,0.0,267.25455,17.0,0.0,160.77625,14.0,0.0,108.40664,18.0,0.0,212.61467,18.0,0.0,106.677086
Consumer,16.0,0.0,134.53624,16.0,0.35687062,150.62868,16.0,0.0,134.53624,15.0,0.35687062,125.25175,16.0,0.35687062,134.53624
Consumer,14.0,0.0,138.70833,15.0,0.35687062,130.90837,14.0,0.0,198.64542,15.0,0.0,130.90837,16.0,0.0,107.28001
Consumer,16.0,0.35687062,136.56134,16.0,0.0,306.11435,15.0,0.35687062,195.06409,16.0,0.35687062,306.11435,15.0,0.0,195.06409
LazyConsumer,14.0,0.0,101.20277,15.0,0.35687062,238.32121,14.0,0.0,101.20277,16.0,0.0,187.27786,14.0,0.0,101.20277
LazyConsumer,14.0,0.0,87.823685,17.0,0.0,113.64858,16.0,0.0,203.27321,17.0,0.35687062,113.64858,16.0,0.35687062,203.27321
Consumer,14.0,0.0,129.8345,17.0,0.35687062,187.20042,14.0,0.0,129.8345,16.0,0.35687062,297.2541,16.0,0.35687062,297.2541
LazyConsumer,18.0,0.0,102.48902,15.0,0.0,93.230896,17.0,0.0,142.14429,14.0,0.35687062,93.230896,17.0,0.0,142.14429
EcologicalConsumer,11.0,1.0,128.969,14.0,0.44336832,107.33592,14.0,0.0,229.89563,16.0,0.0,103.17461,14.0,0.0,166.97305
LazyConsumer,15.0,0.0,296.84003,15.0,0.35687062,123.745705,17.0,0.0,183.3303,18.0,0.0,239.52036,15.0,0.0,296.84003
LazyConsumer,14.0,0.0,193.34166,14.0,0.0,119.54079,14.0,0.0,193.34166,15.0,0.0,244.6242,17.0,0.0,147.12239
LazyConsumer,14.0,0.0,194.49422,16.0,0.0,150.74814,16.0,0.69185024,150.74814,18.0,0.0,258.56528,18.0,0.35687062,112.89375
EcologicalConsumer,17.0,0.0,158.4929,14.0,0.35687062,111.233986,17.0,0.0,158.4929,18.0,0.0,206.92995,15.0,0.0,111.233986
EcologicalConsumer,16.0,0.0,174.1838,16.0,0.69185024,116.61904,18.0,0.0,166.2077,18.0,0.0,136.48444,18.0,0.0,166.2077
EcologicalConsumer,16.0,0.0,118.98319,16.0,0.35687062,104.48445,16.0,0.0,157.54364,15.0,0.35687062,118.98319,15.0,0.0,157.54364
EcologicalConsumer,16.0,0.0,245.12242,16.0,0.0,245.12242,16.0,0.35687062,140.71602,14.0,0.0,93.04838,18.0,0.0,190.89526
EcologicalConsumer,14.0,0.35687062,97.94897,14.0,0.0,97.94897,16.0,0.35687062,149.40215,14.0,0.0,97.94897,16.0,0.0,256.46246
LazyConsumer,14.0,0.35687062,153.67499,14.0,0.0,126.035706,14.0,0.0,153.67499,14.0,0.0,87.823685,14.0,0.0,153.67499
LazyConsumer,16.0,0.0,105.546196,14.0,0.0,177.55281,14.0,0.0,105.546196,14.0,0.0,177.55281,14.0,0.0,105.546196
EcologicalConsumer,14.0,0.0,105.076164,15.0,0.0,234.88295,14.0,0.35687062,105.076164,15.0,0.35687062,234.88295,17.0,0.0,142.30249
LazyConsumer,14.0,0.0,142.80057,14.0,0.35687062,96.69022,14.0,0.35687062,142.80057,14.0,0.0,204.94878,14.0,0.0,142.80057
Consumer,18.0,0.35687062,250.012,15.0,0.0,306.11435,14.0,0.0,136.56134,17.0,0.0,195.06409,14.0,0.0,136.56134
Consumer,17.0,0.0,166.35204,14.0,0.0,114.236595,18.0,0.0,111.364265,18.0,0.0,217.68095,18.0,0.0,111.364265
EcologicalConsumer,16.0,0.35687062,267.25455,16.0,0.0,108.40664,15.0,0.0,160.77625,15.0,0.0,108.40664,16.0,0.0,267.25455
EcologicalConsumer,11.0,1.0,161.27615,15.0,0.18935056,110.47624,14.0,0.35687062,111.01801,14.0,0.0,265.8007,16.0,0.0,211.98586
EcologicalConsumer,14.0,0.35687062,120.01666,14.0,0.0,325.56567,14.0,0.0,120.01666,15.0,0.0,325.56567,16.0,0.0,268.26294
Consumer,17.0,0.0,117.72001,18.0,0.0,113.88591,18.0,0.0,113.88591,18.0,0.0,199.42166,18.0,0.0,199.42166
LazyConsumer,17.0,0.0,134.97037,18.0,0.0,112.04017,15.0,0.0,116.50322,15.0,0.0,169.80577,17.0,0.0,134.97037
LazyConsumer,14.0,0.0,129.79985,17.0,0.0,112.1606,14.0,0.0,115.76269,17.0,0.0,112.1606,18.0,0.0,167.91962
Consumer,15.0,0.0,205.73041,15.0,0.35687062,100.12991,17.0,0.0,123.065025,18.0,0.0,159.22626,15.0,0.0,100.12991
LazyConsumer,15.0,0.0,108.26819,15.0,0.0,154.98709,15.0,0.0,108.26819,17.0,0.0,255.70491,15.0,0.0,154.98709
EcologicalConsumer,18.0,0.0,110.16351,15.0,0.0,161.48375,15.0,0.0,120.0,17.0,0.0,128.82547,14.0,0.0,161.48375
LazyConsumer,16.0,0.0,255.70491,17.0,0.35687062,154.98709,16.0,0.35687062,255.70491,14.0,0.35687062,108.26819,16.0,0.0,255.70491
LazyConsumer,18.0,0.0,111.233986,18.0,0.0,185.29976,18.0,0.0,111.233986,18.0,0.35687062,185.29976,14.0,0.0,94.11163
LazyConsumer,17.0,0.35687062,123.065025,18.0,0.0,214.03271,14.0,0.35687062,153.26448,16.0,0.0,123.065025,18.0,0.0,109.03669
Consumer,14.0,0.3420513,279.01614,15.0,0.0,98.045906,15.0,0.0,98.045906,14.0,0.44336832,279.01614,14.0,0.0,98.045906
Consumer,14.0,0.0,160.43066,18.0,0.0,278.51212,18.0,0.0,278.51212,18.0,0.0,128.35107,18.0,0.35687062,278.51212
LazyConsumer,14.0,0.0,190.54134,18.0,0.0,253.60205,18.0,0.0,253.60205,18.0,0.0,117.15375,18.0,0.0,253.60205
LazyConsumer,15.0,0.35687062,148.49243,15.0,0.35687062,148.49243,15.0,0.35687062,124.277916,15.0,0.0,148.49243,16.0,0.0,136.56134
EcologicalConsumer,14.0,0.0,168.2409,16.0,0.0,98.1835,14.0,0.35687062,168.2409,16.0,0.0,126.82271,18.0,0.0,232.1659
EcologicalConsumer,17.0,0.0,113.63538,16.0,0.35687062,153.05228,17.0,0.0,113.63538,14.0,0.0,126.82271,16.0,0.0,113.63538
EcologicalConsumer,14.0,0.0,136.45879,14.0,0.0,119.47385,14.0,0.0,169.75865,14.0,0.0,136.45879,14.0,0.35687062,119.47385
EcologicalConsumer,14.0,0.0,122.44999,14.0,0.0,280.2231,14.0,0.0,280.2231,14.0,0.0,159.0283,15.0,0.0,338.63403
Consumer,14.0,0.0,142.94754,17.0,0.0,108.26819,14.0,0.0,92.0489,17.0,0.0,108.26819,18.0,0.0,142.94754
LazyConsumer,16.0,0.0,296.84003,16.0,0.0,296.84003,16.0,0.0,123.745705,16.0,0.35687062,296.84003,15.0,0.0,183.3303
LazyConsumer,15.0,0.35687062,126.14278,16.0,0.35687062,123.69317,15.0,0.35687062,156.84706,15.0,0.35687062,156.84706,16.0,0.0,123.69317
EcologicalConsumer,14.0,0.0,105.076164,15.0,0.0,234.88295,17.0,0.0,142.30249,14.0,0.0,105.076164,17.0,0.0,142.30249
EcologicalConsumer,17.0,0.0,209.99524,15.0,0.35687062,326.26675,17.0,0.0,209.99524,15.0,0.0,326.26675,17.0,0.0,209.99524
EcologicalConsumer,16.0,0.35687062,147.61098,16.0,0.0,209.99524,16.0,0.35687062,326.26675,15.0,0.35687062,147.61098,15.0,0.35687062,209.99524
LazyConsumer,15.0,0.35687062,221.05429,17.0,0.0,129.84991,18.0,0.0,125.89678,15.0,0.0,97.04638,15.0,0.0,221.05429
Consumer,14.0,0.35687062,100.12991,15.0,0.35687062,205.73041,14.0,0.0,100.12991,15.0,0.0,205.73041,14.0,0.35687062,100.12991
EcologicalConsumer,14.0,0.0,105.75916,14.0,0.0,243.48306,14.0,0.0,243.48306,14.0,0.0,127.98828,14.0,0.0,243.48306
Consumer,15.0,0.0,166.35204,14.0,0.35687062,114.236595,17.0,0.35687062,271.7738,14.0,0.0,114.236595,17.0,0.0,271.7738
Consumer,16.0,0.0,112.969025,18.0,0.0,156.2722,16.0,0.0,179.04749,16.0,0.0,112.969025,18.0,0.0,156.2722
LazyConsumer,11.0,1.0,203.29535,15.0,0.0,108.74741,16.0,0.0,203.29535,14.0,0.0,319.69516,14.0,0.0,141.0319
Consumer,14.0,0.0,177.7892,14.0,0.35687062,109.59015,14.0,0.0,177.7892,14.0,0.35687062,119.60351,14.0,0.35687062,177.7892
Consumer,15.0,0.0,107.837845,17.0,0.35687062,179.04749,15.0,0.0,107.837845,15.0,0.35687062,112.969025,14.0,0.35687062,107.837845
Consumer,16.0,0.35687062,143.45033,16.0,0.0,119.60351,15.0,0.35687062,102.10779,15.0,0.0,119.60351,16.0,0.0,143.45033
EcologicalConsumer,14.0,0.0,165.46298,14.0,0.35687062,139.84634,14.0,0.35687062,116.73046,14.0,0.35687062,165.46298,15.0,0.0,177.7892
LazyConsumer,15.0,0.0,107.33592,17.0,0.0,150.24313,15.0,0.0,107.33592,18.0,0.0,253.60205,18.0,0.0,253.60205
Consumer,17.0,0.0,112.40107,15.0,0.0,196.35173,17.0,0.0,112.40107,18.0,0.0,148.73466,18.0,0.0,134.06342
Consumer,17.0,0.0,172.46739,15.0,0.0,279.90176,18.0,0.0,110.0,18.0,0.0,225.06221,18.0,0.0,225.06221
EcologicalConsumer,14.0,0.0,136.03308,15.0,0.0,176.4908,14.0,0.0,109.12378,15.0,0.0,176.4908,15.0,0.35687062,176.4908
Consumer,16.0,0.0,220.92532,14.0,0.35687062,103.0,16.0,0.0,220.92532,18.0,0.0,132.59337,16.0,0.0,220.92532
Consumer,15.0,0.0,90.47099,17.0,0.0,139.3449,15.0,0.0,90.47099,14.0,0.0,184.35835,17.0,0.35687062,139.3449
LazyConsumer,17.0,0.0,110.02273,15.0,0.35687062,116.6919,14.0,0.0,142.80057,15.0,0.0,116.6919,14.0,0.35687062,142.80057
Consumer,15.0,0.0,114.1096,15.0,0.35687062,99.40825,17.0,0.0,147.27525,14.0,0.35687062,114.1096,17.0,0.35687062,147.27525
Consumer,14.0,0.0,250.012,14.0,0.0,115.2085,14.0,0.0,250.012,14.0,0.0,136.56134,14.0,0.0,115.2085
EcologicalConsumer,15.0,0.0,300.56613,14.0,0.0,127.98828,15.0,0.0,300.56613,15.0,0.0,300.56613,17.0,0.0,187.48866
Consumer,17.0,0.35687062,112.89375,15.0,0.0,130.90837,14.0,0.35687062,138.70833,15.0,0.35687062,130.90837,18.0,0.0,198.64542
EcologicalConsumer,17.0,0.0,211.4734,18.0,0.0,120.01666,15.0,0.0,150.33296,17.0,0.0,211.4734,15.0,0.0,325.56567
Consumer,14.0,0.35687062,110.25879,16.0,0.0,167.40968,18.0,0.0,222.3196,16.0,0.35687062,167.40968,14.0,0.0,110.25879
LazyConsumer,15.0,0.0,156.84706,16.0,0.0,123.69317,15.0,0.0,156.84706,17.0,0.0,123.69317,15.0,0.0,126.14278
Consumer,11.0,1.0,102.10779,14.0,0.0,143.45033,15.0,0.0,119.60351,14.0,0.0,143.45033,15.0,0.0,119.60351
LazyConsumer,14.0,0.0,97.41663,14.0,0.0,97.41663,18.0,0.0,162.37303,18.0,0.0,162.37303,18.0,0.0,132.31024
EcologicalConsumer,16.0,0.35687062,265.8007,14.0,0.35687062,110.47624,17.0,0.0,161.27615,14.0,0.0,110.47624,16.0,0.0,265.8007
EcologicalConsumer,16.0,0.0,210.79137,14.0,0.0,92.19544,16.0,0.35687062,120.93387,16.0,0.0,210.79137,14.0,0.35687062,92.19544
Consumer,15.0,0.35687062,118.15244,15.0,0.35687062,172.46739,15.0,0.0,118.15244,16.0,0.0,279.90176,15.0,0.0,172.46739
EcologicalConsumer,15.0,0.35687062,210.79137,14.0,0.0,92.19544,14.0,0.0,126.491104,14.0,0.0,92.19544,14.0,0.0,161.48375
Consumer,18.0,0.0,222.3196,18.0,0.0,98.045906,18.0,0.35687062,222.3196,14.0,0.0,110.25879,16.0,0.35687062,279.01614
EcologicalConsumer,16.0,0.0,112.25417,16.0,0.0,143.12582,16.0,0.0,112.25417,14.0,0.0,180.64883,16.0,0.0,112.25417
LazyConsumer,14.0,0.0,116.70904,17.0,0.0,117.15375,17.0,0.0,117.15375,18.0,0.0,195.06409,15.0,0.0,142.27087
LazyConsumer,14.0,0.0,190.54134,16.0,0.0,107.33592,14.0,0.35687062,190.54134,16.0,0.0,107.33592,18.0,0.0,253.60205
LazyConsumer,16.0,0.0,124.86793,14.0,0.0,117.32433,14.0,0.0,171.18703,14.0,0.35687062,117.32433,14.0,0.0,124.86793
Consumer,15.0,0.0,279.01614,14.0,0.0,110.25879,17.0,0.0,167.40968,14.0,0.0,110.25879,15.0,0.0,279.01614
LazyConsumer,14.0,0.0,193.0,14.0,0.35687062,93.230896,14.0,0.0,193.0,14.0,0.0,102.48902,14.0,0.0,93.230896
LazyConsumer,18.0,0.0,193.34166,15.0,0.0,244.6242,17.0,0.0,147.12239,15.0,0.0,244.6242,17.0,0.0,147.12239
LazyConsumer,14.0,0.0,190.54134,14.0,0.0,190.54134,15.0,0.0,107.33592,14.0,0.35687062,190.54134,14.0,0.35687062,190.54134
EcologicalConsumer,15.0,0.0,287.6404,16.0,0.0,230.48862,14.0,0.0,116.1034,14.0,0.0,98.731964,14.0,0.35687062,116.1034
LazyConsumer,15.0,0.35687062,116.50322,14.0,0.0,169.80577,17.0,0.35687062,134.97037,15.0,0.0,116.50322,14.0,0.35687062,169.80577
Consumer,14.0,0.35687062,119.60351,15.0,0.35687062,143.45033,14.0,0.0,119.60351,15.0,0.0,143.45033,14.0,0.35687062,119.60351
EcologicalConsumer,17.0,0.0,187.48866,15.0,0.35687062,300.56613,14.0,0.0,127.98828,17.0,0.35687062,187.48866,14.0,0.35687062,127.98828
Consumer,15.0,0.0,219.14607,16.0,0.0,172.154,14.0,0.0,135.83078,14.0,0.0,105.04285,14.0,0.0,172.154
LazyConsumer,14.0,0.35687062,231.57288,14.0,0.0,112.04017,14.0,0.35687062,169.80577,14.0,0.0,231.57288,14.0,0.0,169.80577
Consumer,16.0,0.35687062,98.4124,15.0,0.0,139.81773,15.0,0.35687062,182.13182,16.0,0.0,98.4124,15.0,0.0,182.13182
Consumer,16.0,0.0,279.01614,18.0,0.0,98.045906,18.0,0.0,98.045906,18.0,0.35687062,222.3196,16.0,0.0,167.40968
Consumer,16.0,0.0,222.3196,14.0,0.0,98.045906,14.0,0.0,222.3196,14.0,0.0,110.25879,14.0,0.0,98.045906
LazyConsumer,15.0,0.0,94.11163,17.0,0.0,137.53545,18.0,0.0,185.29976,15.0,0.0,238.07562,15.0,0.0,94.11163
Consumer,16.0,0.35687062,103.81233,16.0,0.0,176.70596,16.0,0.0,103.81233,16.0,0.0,176.70596,16.0,0.35687062,103.81233
Consumer,11.0,1.0,103.81233,15.0,0.18935056,97.50897,14.0,0.0,176.70596,14.0,0.0,147.18695,14.0,0.0,176.70596
EcologicalConsumer,14.0,0.0,142.14429,15.0,0.35687062,314.38193,14.0,0.35687062,142.14429,14.0,0.0,142.14429,15.0,0.0,314.38193
EcologicalConsumer,14.0,0.0,97.94897,18.0,0.0,101.20277,18.0,0.0,101.20277,18.0,0.0,201.3579,18.0,0.0,201.3579
LazyConsumer,14.0,0.0,194.49422,16.0,0.35687062,97.71899,14.0,0.35687062,194.49422,16.0,0.0,97.71899,14.0,0.0,194.49422
LazyConsumer,14.0,0.0,258.56528,15.0,0.0,97.71899,16.0,0.0,112.89375,14.0,0.0,258.56528,14.0,0.0,194.49422
Consumer,16.0,0.0,147.27525,16.0,0.0,99.40825,14.0,0.0,114.1096,16.0,0.35687062,99.40825,14.0,0.0,114.1096
EcologicalConsumer,16.0,0.69185024,126.82271,18.0,0.0,96.74709,18.0,0.0,232.1659,18.0,0.35687062,96.74709,16.0,0.0,168.2409
Consumer,14.0,0.35687062,107.837845,17.0,0.0,112.969025,14.0,0.0,107.837845,14.0,0.0,107.837845,17.0,0.0,112.969025
Consumer,17.0,0.35687062,109.48972,15.0,0.0,145.24461,17.0,0.0,109.48972,15.0,0.0,145.24461,18.0,0.0,114.54257
EcologicalConsumer,15.0,0.0,300.56613,17.0,0.0,187.48866,18.0,0.0,243.48306,15.0,0.0,127.98828,17.0,0.0,187.48866
LazyConsumer,14.0,0.0,111.233986,14.0,0.0,185.29976,14.0,0.0,94.11163,14.0,0.0,94.11163,14.0,0.0,111.233986
Consumer,16.0,0.0,321.3098,16.0,0.35687062,209.12198,16.0,0.0,321.3098,14.0,0.35687062,149.24141,16.0,0.0,321.3098
EcologicalConsumer,15.0,0.35687062,170.57843,15.0,0.0,132.31024,15.0,0.0,132.31024,16.0,0.0,107.37784,15.0,0.0,170.57843
Consumer,11.0,1.0,187.20042,14.0,0.3420513,297.2541,15.0,0.0,112.44999,14.0,0.44336832,297.2541,14.0,0.35687062,112.44999
Consumer,17.0,0.0,99.40825,15.0,0.0,114.1096,17.0,0.0,99.40825,18.0,0.0,171.71198,15.0,0.0,147.27525
EcologicalConsumer,14.0,0.0,119.85408,16.0,0.0,159.0283,16.0,0.35687062,111.040535,16.0,0.0,159.0283,18.0,0.0,124.16924
EcologicalConsumer,15.0,0.0,176.4908,17.0,0.0,112.44999,18.0,0.0,158.41718,17.0,0.0,112.44999,15.0,0.35687062,176.4908
LazyConsumer,16.0,0.35687062,275.75714,14.0,0.0,113.15918,17.0,0.0,167.60072,16.0,0.0,275.75714,14.0,0.0,113.15918
EcologicalConsumer,14.0,0.0,230.48862,14.0,0.0,98.731964,14.0,0.0,116.1034,14.0,0.0,98.731964,14.0,0.35687062,116.1034
EcologicalConsumer,11.0,1.0,127.31457,14.0,0.44336832,221.77692,14.0,0.0,120.06665,16.0,0.0,171.01169,14.0,0.0,221.77692
Consumer,14.0,0.0,140.80128,15.0,0.0,141.44963,17.0,0.0,119.81653,14.0,0.0,140.80128,17.0,0.35687062,119.81653
Consumer,15.0,0.35687062,196.35173,14.0,0.0,134.06342,15.0,0.0,196.35173,15.0,0.35687062,196.35173,14.0,0.0,92.417534
Consumer,17.0,0.35687062,143.01048,15.0,0.0,244.39313,14.0,0.35687062,97.71899,17.0,0.0,143.01048,15.0,0.35687062,244.39313
LazyConsumer,17.0,0.0,228.47319,14.0,0.0,95.7549,17.0,0.35687062,228.47319,14.0,0.0,95.7549,17.0,0.0,228.47319
EcologicalConsumer,16.0,0.0,140.71602,14.0,0.0,104.35516,14.0,0.0,104.35516,14.0,0.0,245.12242,14.0,0.35687062,104.35516
EcologicalConsumer,14.0,0.35687062,109.12378,16.0,0.0,176.4908,18.0,0.0,136.03308,16.0,0.0,176.4908,14.0,0.0,109.12378
LazyConsumer,17.0,0.0,150.74814,17.0,0.0,150.74814,18.0,0.0,258.56528,15.0,0.0,97.71899,15.0,0.0,194.49422
Consumer,17.0,0.35687062,221.75888,16.0,0.0,335.62628,14.0,0.0,160.43066,17.0,0.0,221.75888,16.0,0.0,335.62628
LazyConsumer,14.0,0.35687062,133.12401,15.0,0.0,193.98196,14.0,0.0,133.12401,16.0,0.35687062,193.98196,14.0,0.0,133.12401
EcologicalConsumer,15.0,0.35687062,221.77692,17.0,0.0,127.31457,18.0,0.0,171.01169,18.0,0.0,120.06665,18.0,0.35687062,171.01169
Consumer,18.0,0.0,121.64292,15.0,0.0,331.04077,17.0,0.0,216.09258,15.0,0.0,331.04077,14.0,0.35687062,154.30165
EcologicalConsumer,15.0,0.0,128.82547,14.0,0.0,161.48375,17.0,0.0,120.0,18.0,0.0,222.78465,18.0,0.0,222.78465
Consumer,15.0,0.0,141.44963,17.0,0.0,119.81653,15.0,0.0,141.44963,17.0,0.0,119.81653,18.0,0.0,198.66806
Consumer,18.0,0.0,134.06342,18.0,0.35687062,148.73466,16.0,0.35687062,196.35173,17.0,0.0,112.40107,16.0,0.35687062,196.35173
LazyConsumer,16.0,0.0,210.20229,16.0,0.35687062,97.41663,16.0,0.0,210.20229,15.0,0.35687062,123.89108,15.0,0.35687062,123.89108
Consumer,16.0,0.35687062,331.04077,14.0,0.35687062,154.30165,16.0,0.0,331.04077,16.0,0.0,216.09258,18.0,0.0,273.38617
EcologicalConsumer,15.0,0.35687062,245.12242,17.0,0.0,140.71602,15.0,0.0,93.04838,17.0,0.0,140.71602,18.0,0.0,190.89526
EcologicalConsumer,15.0,0.35687062,258.99228,15.0,0.0,98.48858,17.0,0.0,150.98676,18.0,0.0,99.63935,15.0,0.0,258.99228
EcologicalConsumer,14.0,0.0,168.2409,17.0,0.35687062,126.82271,16.0,0.35687062,98.1835,14.0,0.35687062,168.2409,17.0,0.0,126.82271
Consumer,16.0,0.35687062,114.236595,16.0,0.0,166.35204,16.0,0.0,271.7738,16.0,0.0,114.236595,16.0,0.35687062,271.7738
LazyConsumer,14.0,0.0,142.80057,17.0,0.0,116.6919,18.0,0.0,96.69022,18.0,0.0,204.94878,18.0,0.0,96.69022
Consumer,16.0,0.35687062,108.26819,16.0,0.0,185.73367,16.0,0.0,108.26819,16.0,0.35687062,185.73367,15.0,0.0,117.15375
EcologicalConsumer,16.0,0.0,149.40215,16.0,0.35687062,97.94897,16.0,0.0,149.40215,16.0,0.35687062,256.46246,15.0,0.0,149.40215
EcologicalConsumer,16.0,0.35687062,187.0,15.0,0.0,111.01801,15.0,0.35687062,98.681305,16.0,0.0,187.0,15.0,0.0,98.681305
LazyConsumer,15.0,0.0,247.6227,17.0,0.0,142.14429,15.0,0.0,247.6227,17.0,0.0,142.14429,18.0,0.0,102.48902
EcologicalConsumer,17.0,0.0,108.16654,17.0,0.0,108.16654,18.0,0.0,174.62245,15.0,0.35687062,154.84186,15.0,0.0,119.20151
LazyConsumer,14.0,0.0,87.823685,15.0,0.0,203.27321,17.0,0.0,113.64858,15.0,0.35687062,203.27321,17.0,0.35687062,113.64858
Consumer,17.0,0.0,166.35204,15.0,0.35687062,271.7738,17.0,0.35687062,166.35204,14.0,0.35687062,114.236595,14.0,0.35687062,114.236595
Consumer,16.0,0.35687062,143.45033,14.0,0.0,119.60351,16.0,0.35687062,143.45033,17.0,0.0,102.10779,16.0,0.0,143.45033
LazyConsumer,14.0,0.35687062,133.12401,17.0,0.0,193.98196,15.0,0.35687062,308.6503,17.0,0.35687062,193.98196,15.0,0.0,308.6503
LazyConsumer,17.0,0.0,203.29535,14.0,0.0,141.0319,15.0,0.0,319.69516,17.0,0.35687062,203.29535,14.0,0.35687062,141.0319
LazyConsumer,16.0,0.35687062,122.61321,14.0,0.35687062,159.79048,16.0,0.35687062,128.35107,18.0,0.0,111.364265,16.0,0.35687062,128.35107
EcologicalConsumer,14.0,0.35687062,100.62306,16.0,0.0,121.85237,16.0,0.0,203.0665,18.0,0.0,139.2013,18.0,0.0,157.03503
